Piplup; A small, penguin-like Pokémon with smooth, deep blue feathers covering its round body. Its face is white with large, expressive eyes and a small yellow beak. The flippers are short and rounded, suited for both swimming and waddling. Its posture is proud and somewhat stubborn, reflecting a strong will. The feathers look soft but water-resistant, perfect for its cold aquatic environment. Primary type is water. Secondary type is nan. Abilities 0 is Torrent. Abilities 1 is nan. Classification is Penguin Pokémon. Description is It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.
Prinplup; A larger penguin Pokémon with sleek, dark blue plumage and a lighter, almost lavender face and chest. Its crown-like head feathers are slightly raised, giving an air of dignity and aloofness. The eyes are sharp and observant, reflecting a solitary nature. Flippers are powerful and streamlined, suggesting strength in swimming. The feather texture is smooth and glossy, enhancing its regal, independent demeanor. "Primary type is water. Secondary type is nan. Abilities 0 is Torrent. Abilities 1 is nan. Classification is Penguin Pokémon. Description is It lives alone, away from others. Apparently, every one of them believes it is the most important."
Empoleon; A large, imposing penguin Pokémon with a dark blue and white body resembling a naval officer’s uniform. Its wings are edged with sharp, blade-like extensions capable of slicing through ice. The head features a sharp, trident-shaped crown and piercing eyes. Its body is sleek but muscular, designed for swift swimming and powerful strikes. The feathering appears smooth and metallic, giving an armored, commanding presence. Primary type is water. Secondary type is steel. Abilities 0 is Torrent. Abilities 1 is nan. Classification is Emperor Pokémon. Description is It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.
Starly; A small, sparrow-like bird Pokémon with soft, grayish-brown feathers and a white underbelly. Its wings are short but strong, designed for quick bursts of flight. The face sports a small black mask around the eyes, giving a determined expression. Its beak is tiny and sharp, suited for catching insects. The feathers look fluffy and light, built for agility more than endurance. "Primary type is normal. Secondary type is flying. Abilities 0 is Keen Eye. Abilities 1 is nan. Classification is Starling Pokémon. Description is They flock in great numbers. Though small, they flap their wings with great power."
Staravia; A sleek bird with a sharp beak and glossy feathers in shades of steel gray and white. Its wings are broad and strong, tipped with black and edged in white. It sports a bold crest atop its head that flares when agitated. Its eyes are sharp and alert, glowing amber with fierce determination. The feathers along its chest are dense and ruffled, giving a rugged, battle-ready look. "Primary type is normal. Secondary type is flying. Abilities 0 is Intimidate. Abilities 1 is nan. Classification is Starling Pokémon. Description is They maintain huge flocks, although fierce scuffles break out between various flocks."
Staraptor; Massive and muscular wings with a dark gray-black plumage blending into a white underside. It has a prominent hooked beak perfect for gripping prey. Its head sports a striking black mask and a spiky crest flowing backward. Legs are strong and clawed, designed to grasp and hold tightly. The overall stance is aggressive and powerful, with feathers that look wind-swept and battle-hardened. Primary type is normal. Secondary type is flying. Abilities 0 is Intimidate. Abilities 1 is nan. Classification is Predator Pokémon. Description is The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon.
Bidoof; Round, plump body covered in soft, tawny brown fur that looks thick and fluffy. Its large, buck teeth jut prominently from a flat face with a wide nose. Short limbs with stubby paws give it a waddling gait. A small, rounded tail sticks out from its back, covered in fur the same color as its body. Its eyes are small and bright, shining with innocent determination. "Primary type is normal. Secondary type is nan. Abilities 0 is Simple. Abilities 1 is Unaware. Classification is Plump Mouse Pokémon. Description is With nerves of steel, nothing can perturb it. It is more agile and active than it appears."
Bibarel; Stocky and robust with thick, brown fur that transitions to a lighter cream belly. Large, flat tail resembling a beaver’s paddle, rough-textured and wide. Sharp, chisel-like incisors jut from its mouth, perfect for gnawing through wood. Its limbs are sturdy with webbed paws indicating its amphibious nature. The face is broad with small ears and round, alert eyes under a pronounced brow. Primary type is normal. Secondary type is water. Abilities 0 is Simple. Abilities 1 is Unaware. Classification is Beaver Pokémon. Description is It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.
Kricketot; Tiny and cricket-like, its rounded body is covered in segmented, shiny red and brown plates. Long, thin antennae extend gracefully from its head, always twitching and tapping. Small legs are delicate but quick, with spindly feet that can cling to branches. It has large, black, expressive eyes that seem full of curiosity. The texture is smooth with a faint glossy sheen, resembling polished wood. Primary type is bug. Secondary type is nan. Abilities 0 is Shed Skin. Abilities 1 is nan. Classification is Cricket Pokémon. Description is It chats with others using the sounds of its colliding antennae. These sounds are fall hallmarks.
Kricketune; Slim and elegant, with a deep maroon exoskeleton and lighter yellow accents on its wings. Long, violin-shaped arms crossed over its chest when resting. Antennae shaped like violin bows, sharp and sleek, always poised to strike. Legs are slender and jointed, ending in sharp tips for precise movements. Its body is adorned with musical markings that shimmer under light, evoking a sense of rhythm and melody. Primary type is bug. Secondary type is nan. Abilities 0 is Swarm. Abilities 1 is nan. Classification is Cricket Pokémon. Description is It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.
Shinx; Small feline with bright electric blue fur covering most of its body. Black paws and tail tip contrast sharply with the vivid blue. A yellow star-shaped patch adorns its tail, flickering faintly with static electricity. Its fur is short but sleek, giving a smooth texture that looks almost charged. Large, round ears with yellow insides stand alert on a rounded head with sharp yellow eyes. Primary type is electric. Secondary type is nan. Abilities 0 is Rivalry. Abilities 1 is Intimidate. Classification is Flash Pokémon. Description is This Pokémon generates electricity by contracting its muscles. Excited trembling is a sign that Shinx is generating a tremendous amount of electricity.
Luxio; Muscular and agile with midnight blue fur blending into black around its paws and face. It has a thick, fluffy mane that glows faintly with sparks of electricity. Eyes are sharp and golden, glowing with raw power and confidence. The tail ends in a bright yellow star that crackles and arcs with electric energy. Its body is sleek and athletic, built for quick strikes and bursts of speed. "Primary type is electric. Secondary type is nan. Abilities 0 is Rivalry. Abilities 1 is Intimidate. Classification is Spark Pokémon. Description is By joining its tail with that of another Luxio, this Pokémon can receive some of the other Luxio’s electricity and power up its own electric blasts."
Luxray; Majestic and fierce, with dark blue-black fur that seems to absorb light. Eyes glow an intense, piercing yellow that can see through solid objects. Its mane is thick and wild, like a crown of dark flames flickering with electric sparks. Muscular limbs end in sharp claws, perfect for climbing or attacking. The tail is long and whip-like, with a bright yellow star pulsing with electricity. "Primary type is electric. Secondary type is nan. Abilities 0 is Rivalry. Abilities 1 is Intimidate. Classification is Gleam Eyes Pokémon. Description is Luxray can see through solid objects. It will instantly spot prey trying to hide behind walls, even if the walls are thick."
Budew; Tiny and delicate with a small, round bud atop a thin green stem. Petals are soft and light green with subtle yellow hues on the edges. Leaves are tiny, glossy, and shaped like small hearts, forming a neat cluster around the bud. The whole body seems to shimmer faintly, hinting at the poisonous pollen it carries. Its surface looks smooth and fresh, like a newly sprouted flower ready to bloom. "Primary type is grass. Secondary type is poison. Abilities 0 is Natural Cure. Abilities 1 is Poison Point. Classification is Bud Pokémon. Description is The pollen it releases contains poison. If this Pokémon is raised on clean water, the poison’s toxicity is increased."
Roserade; Elegant and mysterious with a slender body cloaked in deep green vines and leaves. Its arms end in large, blooming roses—one red, one blue—each with thorny stems. Petals are velvety and richly colored, sometimes dripping with dew. The face is masked by a leafy green veil that sways gracefully. Its movements are fluid and hypnotic, as if conducting a floral dance of thorns and scent. "Primary type is grass. Secondary type is poison. Abilities 0 is Natural Cure. Abilities 1 is Poison Point. Classification is Bouquet Pokémon. Description is After captivating opponents with its sweet scent, it lashes them with its thorny whips."
Cranidos; Stocky and prehistoric-looking with a massive, dome-shaped skull harder than steel. Its rough, rocky skin is a mottled blue-gray, resembling craggy stone. Eyes are small but fierce, sunken beneath a heavy brow. Short limbs with blunt claws provide stability and power for headbutting. The entire body seems compact and dense, built like a living battering ram. "Primary type is rock. Secondary type is nan. Abilities 0 is Mold Breaker. Abilities 1 is nan. Classification is Head Butt Pokémon. Description is A primeval Pokémon, it possesses a hard and sturdy skull, lacking any intelligence within."
Rampardos; Large and bulky with a giant, reinforced skull that gleams like polished metal. Its skin is rough, armored with thick plates of dark slate and deep blue. Muscular legs support its massive frame, with sharp claws for gripping terrain. The head is enormous and rounded, the toughest part of its body, shaped for smashing. Its eyes are narrow slits, focused and intimidating, exuding raw primal strength. "Primary type is rock. Secondary type is nan. Abilities 0 is Mold Breaker. Abilities 1 is nan. Classification is Head Butt Pokémon. Description is In ancient times, people would dig up fossils of this Pokémon and use its skull, which is harder than steel, to make helmets."
Shieldon; Small and stout with a broad, shield-like face covered in thick, beige armor plates. Its body is rounded and compact, with a soft brown underbelly. Eyes peek out from behind its protective faceplate, shining bright and curious. Short legs look sturdy and strong despite the Pokémon’s overall gentle demeanor. The texture of its armor is rough and stone-like, giving a rugged, earthy feel. "Primary type is rock. Secondary type is steel. Abilities 0 is Sturdy. Abilities 1 is nan. Classification is Shield Pokémon. Description is A mild-mannered, herbivorous Pokémon, it used its face to dig up tree roots to eat. The skin on its face was plenty tough."
Bastiodon; Massive and imposing, with a gigantic flat faceplate shaped like a fortress wall. The face bones are heavy and densely packed, giving it a fortress-like front. Its body is bulky with tough, gray skin marked by battle scars. Legs are thick and tree-trunk-like, supporting its great weight. Small eyes glare fiercely from beneath its armored brow, warning all foes away. "Primary type is rock. Secondary type is steel. Abilities 0 is Sturdy. Abilities 1 is nan. Classification is Shield Pokémon. Description is The bones of its face are huge and hard, so they were mistaken for its spine until after this Pokémon was successfully restored."
Burmy; Tiny and soft-bodied, usually wrapped in a cloak of leaves, twigs, or sand, depending on habitat. The cloak looks like a patchwork of natural debris, rough and textured. Its body underneath is smooth and pale, barely visible. Antennae are short and stubby, often hidden under its leafy cover. Its eyes peek out shyly, bright and observant, blending perfectly into its environment. "Primary type is bug. Secondary type is nan. Abilities 0 is Shed Skin. Abilities 1 is nan. Classification is Bagworm Pokémon. Description is To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
Wormadam; Appears as a small, gentle creature cloaked in different materials—leaves, sand, or trash—based on evolution location. The cloak forms a flowing cape around its rounded body. Its soft underbody contrasts with the rough, textured outer shell. Antennae wave softly, decorated with bits of debris that look like natural armor. Eyes are calm and wise, reflecting its adaptive survival skills. Primary type is bug. Secondary type is grass. Abilities 0 is Anticipation. Abilities 1 is nan. Classification is Bagworm Pokémon. Description is Its appearance changes depending on where it evolved. The materials on hand become a part of its body.
Mothim; Winged and moth-like, with large, vibrant wings patterned in yellow and dark brown. Its fuzzy body is stout with soft, velvety fur in shades of yellow. Big, round eyes sparkle with a mischievous glint. Antennae are feathery and sweeping back elegantly. Wings flutter rapidly, revealing intricate designs that resemble flower petals. Primary type is bug. Secondary type is flying. Abilities 0 is Swarm. Abilities 1 is nan. Classification is Moth Pokémon. Description is It loves the honey of flowers and steals honey collected by Combee.
Combee; Small, bee-like with a trio of rounded, hexagonal bodies connected by thin segments. Their bodies are striped in vivid black and yellow, glossy and smooth. Each has tiny translucent wings that beat rapidly. Faces are simple with large, expressive eyes and small smiling mouths. They buzz together in perfect formation, moving as one cohesive group. Primary type is bug. Secondary type is flying. Abilities 0 is Honey Gather. Abilities 1 is nan. Classification is Tiny Bee Pokémon. Description is The members of the trio spend all their time together. Each one has a slightly different taste in nectar.
Vespiquen; Regal and queen-like with a robust body covered in black and yellow segmented armor plates. It has a large, rounded abdomen shaped like a honeycomb cluster. Wings are translucent with a faint iridescent sheen. Its face is crowned with a sharp, angular headpiece that glows ominously. Legs are slender but deadly, tipped with sharp claws for battle control. Primary type is bug. Secondary type is flying. Abilities 0 is Pressure. Abilities 1 is nan. Classification is Beehive Pokémon. Description is It skillfully commands its grubs in battles with its enemies. The grubs are willing to risk their lives to defend Vespiquen.
Pachirisu; Small and squirrel-like with fluffy, white fur contrasted by bright blue stripes along its back and tail. Its tail is long and bushy, curling with a playful flick. Cheeks are round and rosy, often sparking with static electricity. Eyes are large, dark, and full of mischievous energy. Its fur looks soft and velvety, with tufts around its ears adding to its charm. Primary type is electric. Secondary type is nan. Abilities 0 is Run Away. Abilities 1 is Pickup. Classification is EleSquirrel Pokémon. Description is It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.
Buizel; Sleek and otter-like with smooth, orange fur accented by cream-colored patches on its face and belly. It has two long tails that spin like screws when swimming. A thick yellow collar of fur rings its neck, almost like a floatation device. Its eyes are sharp and lively, always alert. Limbs are streamlined and strong, built for quick aquatic movement. "Primary type is water. Secondary type is nan. Abilities 0 is Swift Swim. Abilities 1 is nan. Classification is Sea Weasel Pokémon. Description is It swims by rotating its two tails like a screw. When it dives, its flotation sac collapses."
Floatzel; Larger and more mature than Buizel, with streamlined, rich orange fur and cream underbelly. Its large flotation sac is prominent, bulging slightly and appearing smooth and elastic. The tails are powerful and used for swift swimming and balance. The face is sleek with keen, intelligent eyes and a pointed snout. Limbs are muscular with webbed feet designed for aquatic agility. Primary type is water. Secondary type is nan. Abilities 0 is Swift Swim. Abilities 1 is nan. Classification is Sea Weasel Pokémon. Description is It floats using its well-developed flotation sac. It assists in the rescues of drowning people.
Cherubi; Small and round, resembling a bright red cherry with a smooth, glossy surface. It has a tiny face with big, innocent eyes and a small green leaf stem on top. The “nut” attached is a smooth, spherical, pale pink ball that looks almost like a seed. Its skin is shiny and reflective, glowing with vitality. The body is plump and bouncy, full of stored nutrients. "Primary type is grass. Secondary type is nan. Abilities 0 is Chlorophyll. Abilities 1 is nan. Classification is Cherry Pokémon. Description is It nimbly dashes about to avoid getting pecked by bird Pokémon that would love to make off with its small, nutrient-rich storage ball."
Cherrim; Transforms from a closed bud to a bright, radiant flower Pokémon with shining pink petals. When open, its petals spread wide, each petal smooth and translucent with veins like stained glass. Its small face peeks out from the flower center, smiling warmly. The overall texture is silky and light, reflecting sunlight with a gentle glow. The petals sometimes shimmer, giving an almost magical, sun-kissed look. "Primary type is grass. Secondary type is nan. Abilities 0 is Flower Gift. Abilities 1 is nan. Classification is Blossom Pokémon. Description is As a bud, it barely moves. It sits still, placidly waiting for sunlight to appear."
Shellos; Soft and slug-like with a smooth, gelatinous body. The color varies between pink and blue depending on habitat, with a gradient effect. It has simple black eyes and a small mouth on a rounded head. Its body is plump and slightly translucent, showing a jelly-like consistency. The surface is wet and shiny, covered with faint ripples like water waves. "Primary type is water. Secondary type is nan. Abilities 0 is Sticky Hold. Abilities 1 is Storm Drain. Classification is Sea Slug Pokémon. Description is This Pokémon’s habitat shapes its physique. According to some theories, life in warm ocean waters causes this variation to develop."
Gastrodon; Larger and slug-like with ridges running along its back. Its skin is thick and rubbery with patches of various blues and browns blending naturally. It has two antenna-like feelers on its head, flexible and sensitive. The body is squat and broad, with a slimy sheen and soft textures. It leaves behind a thick, sticky slime trail that glistens in light. "Primary type is water. Secondary type is ground. Abilities 0 is Sticky Hold. Abilities 1 is Storm Drain. Classification is Sea Slug Pokémon. Description is Its search for food sometimes leads it onto land, where it leaves behind a sticky trail of slime as it passes through."
Ambipom; Agile and mischievous with sleek purple fur and cream-colored markings on its face and chest. Its two long tails end in hand-like appendages, capable of intricate grabbing. Its face is lively with sharp eyes and a sly grin. Limbs are slender but strong, built for climbing and swinging. The fur looks soft yet dense, with a slight sheen that highlights its movements. "Primary type is normal. Secondary type is nan. Abilities 0 is Technician. Abilities 1 is Pickup. Classification is Long Tail Pokémon. Description is In their search for comfortable trees, they get into territorial disputes with groups of Passimian. They win about half the time."
Drifloon; Balloon-like with a round purple body that floats gently. It has two thin, string-like arms ending in heart-shaped hands. Its face is simple with large white eyes and a small yellow cross-shaped mouth. Two yellow strings dangle from its bottom like balloon strings. The surface is smooth and slightly translucent, giving a ghostly, airy feel. "Primary type is ghost. Secondary type is flying. Abilities 0 is Aftermath. Abilities 1 is Unburden. Classification is Balloon Pokémon. Description is Perhaps seeking company, it approaches children. However, it often quickly runs away again when the children play too roughly with it."
Drifblim; Massive and ghostly, shaped like a giant purple hot-air balloon. It has a round, bulbous body with cloud-like patterns and multiple dangling string-like appendages. Its face is eerie with small eyes and a grimacing mouth. The surface is matte but slightly glowing, evoking a drifting spirit. The entire form seems light and ethereal, floating silently through the dusk. "Primary type is ghost. Secondary type is flying. Abilities 0 is Aftermath. Abilities 1 is Unburden. Classification is Blimp Pokémon. Description is Some say this Pokémon is a collection of souls burdened with regrets, silently drifting through the dusk."
Buneary; Small and fluffy with soft brown fur and cream-colored accents on its ears and belly. Large, expressive eyes and a cute, twitching nose. Its ears are long and floppy, often rolled up when it is unwell. It has a rounded, compact body built for quick hops. Fur looks thick and velvety, inviting to the touch. "Primary type is normal. Secondary type is nan. Abilities 0 is Run Away. Abilities 1 is Klutz. Classification is Rabbit Pokémon. Description is If both of Buneary’s ears are rolled up, something is wrong with its body or mind. It’s a sure sign the Pokémon is in need of care."
Lopunny; Tall and slender with sleek, soft brown fur accented by long, fluffy cream-colored ear tufts. Its legs are long and powerful, ending in dainty feet with black paw pads. Its face is sharp but elegant, framed by long ears that flow gracefully. It moves with fluid grace, muscles toned for swift kicks. Fur appears silky and well-groomed, emphasizing its agility. "Primary type is normal. Secondary type is nan. Abilities 0 is Cute Charm. Abilities 1 is Klutz. Classification is Rabbit Pokémon. Description is Lopunny is constantly monitoring its surroundings. If danger approaches, this Pokémon responds with superdestructive kicks."
Mismagius; Shadowy and mystical with a deep purple, ghostly body that seems to shimmer. Its body tapers into a cloak-like shape with jagged edges resembling wisps of smoke. Eyes glow bright red and piercing through the darkness. The crown-like spikes on its head flicker like flames. Its surface is smooth but ethereal, like a flowing magical veil. "Primary type is ghost. Secondary type is nan. Abilities 0 is Levitate. Abilities 1 is nan. Classification is Magical Pokémon. Description is Feared for its wrath and the curses it spreads, this Pokémon will also, on a whim, cast spells that help people."
Honchkrow; Large and intimidating, cloaked in dark black feathers with a glossy sheen. It has a wide, flat beak and a broad, crow-like face. Its eyes are sharp, glowing with cunning intelligence. A large, feathered crest juts backward like a wide hat. Legs are thick and sturdy, with talons built for grasping and striking. Primary type is dark. Secondary type is flying. Abilities 0 is Insomnia. Abilities 1 is Super Luck. Classification is Big Boss Pokémon. Description is It will absolutely not forgive failure from or betrayal by its goons. It has no choice in this if it wants to maintain the order of the flock.
Glameow; Sleek and feline with shiny, light gray fur and elegant curves. Its eyes are large, sly, and yellow-green, framed by long eyelashes. It has a long, curled tail with a dark tip. Whiskers are thin and sensitive, twitching with mood. The fur looks soft and smooth, with a graceful, poised stance. Primary type is normal. Secondary type is nan. Abilities 0 is Limber. Abilities 1 is Own Tempo. Classification is Catty Pokémon. Description is It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.
Purugly; Large and plump with thick gray and cream fur, giving it a rough but cozy appearance. Its face has a perpetually grumpy expression, with narrow, piercing yellow eyes. The body is stocky and muscular, with strong limbs ending in sharp claws. Its tail is bushy and often flicks irritably. The fur texture looks coarse but dense, perfect for a territorial brawler. Primary type is normal. Secondary type is nan. Abilities 0 is Thick Fat. Abilities 1 is Own Tempo. Classification is Tiger Cat Pokémon. Description is It would claim another Pokémon’s nest as its own if it finds a nest sufficiently comfortable.
Chingling; Small and bell-like, with a round yellow body and large ears shaped like bells. It has delicate, thin arms and legs that end in tiny hands and feet. Its body emits soft ringing sounds with every hop. Eyes are bright and cheerful, shining with energy. The surface is smooth and shiny, almost metallic in its reflective quality. "Primary type is psychic. Secondary type is nan. Abilities 0 is Levitate. Abilities 1 is nan. Classification is Bell Pokémon. Description is Each time it hops, it makes a ringing sound. It deafens foes by emitting high-frequency cries."
Stunky; Small and stout with black and cream fur patterned in thick stripes. Its rear end sports a large, rounded scent gland that looks like a bulb. The face has a pointed snout and small, beady eyes. Limbs are short but strong, built for quick defensive sprays. Fur appears dense and coarse, with a wild, untamed vibe. "Primary type is poison. Secondary type is dark. Abilities 0 is Stench. Abilities 1 is Aftermath. Classification is Skunk Pokémon. Description is From its rear, it sprays a foul-smelling liquid at opponents. It aims for their faces, and it can hit them from over 16 feet away."
Skuntank; Larger than Stunky, with a long body covered in sleek black fur and wide cream stripes. It has a thick, muscular tail that sprays foul-smelling fluid. The face is fierce with sharp eyes and a pointed snout. Limbs are strong and agile, built for fast attacks. The fur looks smooth and shiny, hinting at a powerful, dangerous creature. "Primary type is poison. Secondary type is dark. Abilities 0 is Stench. Abilities 1 is Aftermath. Classification is Skunk Pokémon. Description is In its belly, it reserves stinky fluid that it shoots from its tail during battle. As this Pokémon’s diet varies, so does the stench of its fluid."
Bronzor; Small, round, and flat with a metallic sheen resembling bronze. The surface is smooth and decorated with mysterious ancient symbols. Its two bright eyes glow faintly, contrasting with the dark metal body. It feels solid but light, like a polished coin. The edges are softly rounded, giving it a mystical, artifact-like presence. "Primary type is steel. Secondary type is psychic. Abilities 0 is Levitate. Abilities 1 is Heatproof. Classification is Bronze Pokémon. Description is It appears in ancient ruins. The pattern on its body doesn’t come from any culture in the Galar region, so it remains shrouded in mystery."
Bronzong; Larger and bell-shaped with a heavy bronze body covered in ancient, cryptic patterns. Its body has two extended arms ending in three-pronged hands. Eyes glow an eerie red through narrow slits. The surface looks like weathered metal, both worn and strong. Its bell-like form suggests it can summon storms or warnings. "Primary type is steel. Secondary type is psychic. Abilities 0 is Levitate. Abilities 1 is Heatproof. Classification is Bronze Bell Pokémon. Description is Some believe it to be a deity that summons rain clouds. When angered, it lets out a warning cry that rings out like the tolling of a bell."
Bonsly; Small and cactus-like with a rough, brown, bark-textured body. Its face looks permanently sad, with downturned eyes and a frown. It has stubby limbs and a rounded head with small sprouts resembling leaves. The surface is bumpy and dry, like a desert plant. It looks fragile but resilient, as if enduring harsh environments. "Primary type is rock. Secondary type is nan. Abilities 0 is Sturdy. Abilities 1 is Rock Head. Classification is Bonsai Pokémon. Description is It expels both sweat and tears from its eyes. The sweat is a little salty, while the tears have a slight bitterness."
Mime; "English name is Mime Jr.. Primary type is psychic. Secondary type is fairy. Abilities 0 is Soundproof. Abilities 1 is Filter. Classification is Mime Pokémon. Description is It mimics everyone it sees, but it puts extra effort into copying the graceful dance steps of Mr. Rime as practice."
Happiny; Small, round, and cuddly with soft pink fur. It has a small pouch on its belly holding a stone resembling an egg. Its face is cheerful with large, bright eyes and a wide smile. The body is plump and fluffy, evoking warmth and care. Fur is dense and velvety, like a baby animal’s coat. "Primary type is normal. Secondary type is nan. Abilities 0 is Natural Cure. Abilities 1 is Serene Grace. Classification is Playhouse Pokémon. Description is Mimicking Chansey, Happiny will place an egg- shaped stone in its belly pouch. Happiny will treasure this stone."
Chatot; Bird-like with a vibrant mix of black, white, and bright blue feathers. Its head is shaped like a musical note with a yellow beak. Eyes are sharp and expressive, often shining with cleverness. Wings are sleek and agile, with colorful highlights. Its posture suggests it’s always ready to mimic sounds and voices. Primary type is normal. Secondary type is flying. Abilities 0 is Keen Eye. Abilities 1 is Tangled Feet. Classification is Music Note Pokémon. Description is It mimics the cries of other Pokémon to trick them into thinking it’s one of them. This way they won’t attack it.
Spiritomb; A swirling, ghostly mass of dark purple and green energy wrapped in a cracked stone face. Its eyes glow with eerie green light from deep within the shadowy swirl. The stone face is jagged and ancient, covered in runes. Its form is intangible and mist-like, flickering between solidity and vapor. The whole presence feels haunted, filled with restless spirits. Primary type is ghost. Secondary type is dark. Abilities 0 is Pressure. Abilities 1 is nan. Classification is Forbidden Pokémon. Description is Exactly 108 spirits gathered to become this Pokémon. Apparently there are some ill-natured spirits in the mix.
Gible; Small, shark-like with a rounded blue-gray body and a wide mouth filled with sharp teeth. It has tiny fins and stubby limbs for digging. Eyes are large and curious, glowing faintly. Its skin looks rough and sandy, perfect for burrowing. The dorsal fin is jagged and triangular, resembling a little shark’s fin. "Primary type is dragon. Secondary type is ground. Abilities 0 is Sand Veil. Abilities 1 is nan. Classification is Land Shark Pokémon. Description is Gible prefers to stay in narrow holes in the sides of caves heated by geothermal energy. This way, Gible can stay warm even during a blizzard."
Gabite; Larger and fiercer with dark blue and red skin. Its body is sleek and muscular, built for swift underground movement. It has a large fin on its back and sharp claws for digging. Its eyes glow yellow with predatory focus. The head sports two prominent horn-like protrusions that emit ultrasonic waves. Primary type is dragon. Secondary type is ground. Abilities 0 is Sand Veil. Abilities 1 is nan. Classification is Cave Pokémon. Description is This Pokémon emits ultrasonic waves from a protrusion on either side of its head to probe pitch-dark caves.
Garchomp; Massive and dragon-like, with navy blue and red scales. Its body is aerodynamic with large wings resembling fins. The head is angular with a shark-like snout and sharp teeth. Muscular limbs end in sharp claws ready for battle. Its skin has a rough, scaly texture, with glowing yellow eyes and powerful presence. "Primary type is dragon. Secondary type is ground. Abilities 0 is Sand Veil. Abilities 1 is nan. Classification is Mach Pokémon. Description is Garchomp makes its home in volcanic mountains. It flies through the sky as fast as a jet airplane, hunting down as much prey as it can."
Munchlax; Round and chunky with thick, dark blue fur and a beige belly. It has a wide mouth and big, expressive eyes full of hunger. Short limbs and stubby ears give it a cuddly appearance. Fur looks fluffy but dense, as if packed with energy. The overall shape is soft and inviting but hints at relentless appetite. "Primary type is normal. Secondary type is nan. Abilities 0 is Pickup. Abilities 1 is Thick Fat. Classification is Big Eater Pokémon. Description is Stuffing itself with vast amounts of food is its only concern. Whether the food is rotten or fresh, yummy or tasteless—it does not care."
Riolu; Small, lean, and agile with blue and black fur. Its eyes are bright red and full of energetic determination. Ears are pointed and alert. The tail is short and stiff. Fur looks sleek and tight, highlighting its athletic build. "Primary type is fighting. Secondary type is nan. Abilities 0 is Steadfast. Abilities 1 is Inner Focus. Classification is Emanation Pokémon. Description is It’s exceedingly energetic, with enough stamina to keep running all through the night. Taking it for walks can be a challenging experience."
Lucario; Sleek and powerful with blue and black fur accented by spikes on its hands and chest. Its eyes glow a piercing red. The body is muscular and agile, built for combat. It has pointed ears and a mask-like face pattern. Fur looks smooth but tough, like armor. "Primary type is fighting. Secondary type is steel. Abilities 0 is Steadfast. Abilities 1 is Inner Focus. Classification is Aura Pokémon. Description is It controls waves known as auras, which are powerful enough to pulverize huge rocks. It uses these waves to take down its prey."
Hippopotas; Large and bulky with sandy brown skin that looks rough and textured like desert rock. Its mouth is wide and always open, showing strong teeth. Small eyes peek out from a rounded head. Limbs are thick and strong. The surface looks dusty and dry. "Primary type is ground. Secondary type is nan. Abilities 0 is Sand Stream. Abilities 1 is nan. Classification is Hippo Pokémon. Description is It moves through the sands with its mouth open, swallowing sand along with its prey. It gets rid of the sand by spouting it from its nose."
Hippowdon; Huge and imposing, with thick, rugged skin resembling cracked earth and desert stone. Its body is massive and barrel-shaped. The face is broad with large nostrils and a stubborn expression. Legs are short but sturdy. Skin looks coarse and dry, built for harsh environments. "Primary type is ground. Secondary type is nan. Abilities 0 is Sand Stream. Abilities 1 is nan. Classification is Heavyweight Pokémon. Description is Stones can get stuck in the ports on their bodies. Dwebble help dislodge such stones, so Hippowdon look after these Pokémon."
Skorupi; Small but fierce, covered in purple exoskeleton with a segmented body and tail. It has large pincers and sharp stingers. Eyes are small and beady but alert. Legs are thin but quick. The exoskeleton looks glossy and hard. "Primary type is poison. Secondary type is bug. Abilities 0 is Battle Armor. Abilities 1 is Sniper. Classification is Scorpion Pokémon. Description is After burrowing into the sand, it waits patiently for prey to come near. This Pokémon and Sizzlipede share common descent."
Drapion; Larger and menacing with dark purple armor plates and a heavy, intimidating tail. Its pincers are huge and powerful. Eyes glow red and full of malice. Legs are thick and strong. The armor looks dense and jagged, built for battle. "Primary type is poison. Secondary type is dark. Abilities 0 is Battle Armor. Abilities 1 is Sniper. Classification is Ogre Scorp Pokémon. Description is Its poison is potent, but it rarely sees use. This Pokémon prefers to use physical force instead, going on rampages with its car-crushing strength."
Croagunk; Small and slimy with blue skin and orange cheeks. It has a wide mouth and sharp eyes. Its limbs are thin but muscular. The skin looks smooth and slick, perfect for poison delivery. "Primary type is poison. Secondary type is fighting. Abilities 0 is Anticipation. Abilities 1 is Dry Skin. Classification is Toxic Mouth Pokémon. Description is It makes frightening noises with its poison-filled cheek sacs. When opponents flinch, Croagunk hits them with a poison jab."
